5.729577951308232286e+01,0.000000000000000000e+00,5.729577951308232286e+01,0.000000000000000000e+00,5.729577951308232286e+01,0.000000000000000000e+00
5.729323229530704964e+01,5.402621287199924627e-01,5.729323229530704964e+01,5.402621287199924627e-01,5.729323229530704964e+01,5.402621287199924627e-01
5.728559086846627935e+01,1.080476220208995919e+00,5.728559086846627935e+01,1.080476220208995919e+00,5.728559086846627935e+01,1.080476220208995919e+00
5.727285591199497361e+01,1.620594241507236299e+00,5.727285591199497361e+01,1.620594241507236299e+00,5.727285591199497361e+01,1.620594241507236299e+00
5.725502855821764570e+01,2.160568168196988825e+00,5.725502855821764570e+01,2.160568168196988825e+00,5.725502855821764570e+01,2.160568168196988825e+00
5.723211039224764107e+01,2.700349988672654078e+00,5.723211039224764107e+01,2.700349988672654078e+00,5.723211039224764107e+01,2.700349988672654078e+00
5.720410345184620127e+01,3.239891708409694093e+00,5.720410345184620127e+01,3.239891708409694093e+00,5.720410345184620127e+01,3.239891708409694093e+00
5.717101022724131809e+01,3.779145354232050114e+00,5.717101022724131809e+01,3.779145354232050114e+00,5.717101022724131809e+01,3.779145354232050114e+00
5.713283366090623616e+01,4.318062978577660083e+00,5.713283366090623616e+01,4.318062978577660083e+00,5.713283366090623616e+01,4.318062978577660083e+00
5.708957714729793054e+01,4.856596663761703958e+00,5.708957714729793054e+01,4.856596663761703958e+00,5.708957714729793054e+01,4.856596663761703958e+00
5.704124453255519711e+01,5.394698526237186265e+00,5.704124453255519711e+01,5.394698526237186265e+00,5.704124453255519711e+01,5.394698526237186265e+00
5.698784011415670392e+01,5.932320720852485962e+00,5.698784011415670392e+01,5.932320720852485962e+00,5.698784011415670392e+01,5.932320720852485962e+00
5.692936864053891100e+01,6.469415445105494378e+00,5.692936864053891100e+01,6.469415445105494378e+00,5.692936864053891100e+01,6.469415445105494378e+00
5.686583531067380193e+01,7.005934943393957504e+00,5.686583531067380193e+01,7.005934943393957504e+00,5.686583531067380193e+01,7.005934943393957504e+00
5.679724577360671134e+01,7.541831511261650967e+00,5.679724577360671134e+01,7.541831511261650967e+00,5.679724577360671134e+01,7.541831511261650967e+00
5.672360612795394275e+01,8.077057499640005744e+00,5.672360612795394275e+01,8.077057499640005744e+00,5.672360612795394275e+01,8.077057499640005744e+00
5.664492292136056761e+01,8.611565319084808934e+00,5.664492292136056761e+01,8.611565319084808934e+00,5.664492292136056761e+01,8.611565319084808934e+00
5.656120314991826348e+01,9.145307444007604758e+00,5.656120314991826348e+01,9.145307444007604758e+00,5.656120314991826348e+01,9.145307444007604758e+00
